note_id,athlete_id,date,note_type,note_text
CN006014,A0929,2021-07-14,technical,Drive phase improving.
CN006015,A0929,2023-05-13,technical,Needs better bend running mechanics.
CN006016,A0929,2023-03-31,technical,Transition into upright posture is cleaner.
CN006017,A0929,2020-09-16,selection,Needs one more strong result before final selection.
CN006018,A0929,2023-11-22,psychological,Maintains focus under race rehearsal.
CN006019,A0929,2022-06-12,strategy,Race modeling should emphasize controlled first half.
CN006020,A0930,2022-08-03,selection,Tracking positively for regional team consideration.
CN006021,A0930,2022-12-24,medical,Monitor lower limb tightness after speed sessions.
CN006022,A0930,2024-01-18,selection,Tracking positively for regional team consideration.
CN006023,A0930,2023-08-07,technical,Needs better bend running mechanics.
CN006024,A0930,2020-11-01,selection,Showing enough consistency for relay pool consideration.
CN006025,A0930,2021-12-26,medical,No adverse response after return-to-run work.
CN006026,A0930,2023-07-27,strategy,Selection window should prioritize consistency.
CN006027,A0930,2024-08-25,strategy,Taper response appears positive.
CN006028,A0931,2022-04-05,selection,Tracking positively for regional team consideration.
CN006029,A0931,2024-11-04,selection,Tracking positively for regional team consideration.
CN006030,A0931,2023-11-01,psychological,Needs calmer start routine.
CN006031,A0931,2024-04-04,selection,Needs one more strong result before final selection.
CN006032,A0931,2020-04-06,selection,Currently on reserve list for championship squad.
CN006033,A0932,2021-06-08,strategy,Selection window should prioritize consistency.
CN006034,A0932,2023-04-01,psychological,Needs calmer start routine.
CN006035,A0932,2022-06-10,selection,Currently on reserve list for championship squad.
CN006036,A0932,2023-07-27,medical,No adverse response after return-to-run work.
CN006037,A0932,2021-02-17,medical,Continue mobility focus and load management.
CN006038,A0932,2022-05-01,medical,Continue mobility focus and load management.
CN006039,A0932,2021-04-06,strategy,Taper response appears positive.
CN006040,A0933,2020-12-23,psychological,Maintains focus under race rehearsal.
CN006041,A0933,2024-11-02,selection,Showing enough consistency for relay pool consideration.
CN006042,A0933,2023-03-26,psychological,"Responds well to clear, direct cues."
CN006043,A0933,2021-07-19,psychological,Confidence building ahead of competition window.
CN006044,A0933,2020-11-14,selection,Showing enough consistency for relay pool consideration.
CN006045,A0933,2022-04-28,medical,Monitor lower limb tightness after speed sessions.
CN006046,A0934,2020-02-19,psychological,Confidence building ahead of competition window.
CN006047,A0934,2023-11-02,psychological,"Responds well to clear, direct cues."
CN006048,A0934,2024-04-21,technical,Transition into upright posture is cleaner.
CN006049,A0934,2023-03-22,strategy,Race modeling should emphasize controlled first half.
CN006050,A0934,2020-09-16,technical,Stride rhythm is more consistent.
CN006051,A0934,2021-05-27,medical,No adverse response after return-to-run work.
CN006052,A0935,2023-09-14,technical,Stride rhythm is more consistent.
CN006053,A0935,2021-12-04,selection,Showing enough consistency for relay pool consideration.
CN006054,A0935,2022-03-29,psychological,Maintains focus under race rehearsal.
CN006055,A0935,2022-09-03,selection,Needs one more strong result before final selection.
CN006056,A0935,2023-04-17,psychological,Needs calmer start routine.
CN006057,A0935,2020-09-28,technical,Stride rhythm is more consistent.
CN006058,A0935,2020-06-25,strategy,Shift focus to primary event for next cycle.
CN006059,A0935,2024-11-25,psychological,Maintains focus under race rehearsal.
CN006060,A0936,2020-12-04,medical,No adverse response after return-to-run work.
CN006061,A0936,2023-11-26,strategy,Selection window should prioritize consistency.
CN006062,A0936,2020-12-18,technical,Drive phase improving.
CN006063,A0936,2023-03-02,psychological,Confidence building ahead of competition window.
CN006064,A0936,2021-04-05,technical,Transition into upright posture is cleaner.
CN006065,A0936,2021-01-30,selection,Currently on reserve list for championship squad.
CN006066,A0936,2020-01-30,strategy,Shift focus to primary event for next cycle.
CN006067,A0937,2021-03-03,strategy,Race modeling should emphasize controlled first half.
CN006068,A0937,2024-04-29,medical,Recovery plan followed well this week.
CN006069,A0937,2022-03-21,medical,Recovery plan followed well this week.
CN006070,A0937,2022-08-27,technical,Needs better bend running mechanics.
CN006071,A0937,2022-07-30,psychological,"Responds well to clear, direct cues."
CN006072,A0937,2021-09-03,strategy,Shift focus to primary event for next cycle.
CN006073,A0937,2022-02-04,selection,Needs one more strong result before final selection.
CN006074,A0937,2021-12-20,psychological,Maintains focus under race rehearsal.
CN006075,A0938,2022-05-15,psychological,Maintains focus under race rehearsal.
CN006076,A0938,2023-09-02,strategy,Selection window should prioritize consistency.
CN006077,A0938,2020-03-07,strategy,Selection window should prioritize consistency.
CN006078,A0938,2020-12-13,technical,Stride rhythm is more consistent.
CN006079,A0938,2021-03-13,psychological,Needs calmer start routine.
CN006080,A0938,2023-10-09,strategy,Shift focus to primary event for next cycle.
CN006081,A0938,2023-06-15,strategy,Taper response appears positive.
CN006082,A0938,2022-11-25,strategy,Shift focus to primary event for next cycle.
CN006083,A0939,2022-09-19,psychological,"Responds well to clear, direct cues."
CN006084,A0939,2022-12-31,technical,Drive phase improving.
CN006085,A0939,2020-10-04,medical,Monitor lower limb tightness after speed sessions.
CN006086,A0939,2022-10-12,strategy,Shift focus to primary event for next cycle.
CN006087,A0939,2022-04-28,selection,Showing enough consistency for relay pool consideration.
CN006088,A0939,2024-10-05,technical,Needs better bend running mechanics.
CN006089,A0939,2024-08-21,strategy,Taper response appears positive.
CN006090,A0940,2020-01-23,medical,Monitor lower limb tightness after speed sessions.
CN006091,A0940,2020-09-09,strategy,Shift focus to primary event for next cycle.
CN006092,A0940,2023-12-10,selection,Tracking positively for regional team consideration.
CN006093,A0940,2024-09-05,selection,Needs one more strong result before final selection.
CN006094,A0940,2023-05-14,technical,Transition into upright posture is cleaner.
CN006095,A0941,2021-10-08,selection,Currently on reserve list for championship squad.
CN006096,A0941,2022-02-21,strategy,Taper response appears positive.
CN006097,A0941,2023-03-27,selection,Needs one more strong result before final selection.
CN006098,A0941,2023-02-01,medical,Continue mobility focus and load management.
CN006099,A0941,2024-10-19,technical,Drive phase improving.
CN006100,A0942,2022-12-16,psychological,Needs calmer start routine.
CN006101,A0942,2024-02-02,psychological,Confidence building ahead of competition window.
CN006102,A0942,2021-01-05,strategy,Taper response appears positive.
CN006103,A0942,2021-03-06,selection,Needs one more strong result before final selection.
CN006104,A0942,2024-07-14,psychological,Needs calmer start routine.
CN006105,A0943,2024-02-24,strategy,Selection window should prioritize consistency.
CN006106,A0943,2023-10-15,psychological,Maintains focus under race rehearsal.
CN006107,A0943,2020-07-28,strategy,Selection window should prioritize consistency.
CN006108,A0943,2020-12-06,selection,Needs one more strong result before final selection.
CN006109,A0943,2020-06-20,selection,Showing enough consistency for relay pool consideration.
CN006110,A0943,2020-12-30,technical,Stride rhythm is more consistent.
CN006111,A0943,2020-08-14,strategy,Race modeling should emphasize controlled first half.
CN006112,A0943,2024-01-24,technical,Transition into upright posture is cleaner.
CN006113,A0944,2023-05-11,strategy,Race modeling should emphasize controlled first half.
CN006114,A0944,2020-09-02,strategy,Taper response appears positive.
CN006115,A0944,2024-03-12,medical,Continue mobility focus and load management.
CN006116,A0944,2020-06-14,psychological,Maintains focus under race rehearsal.
CN006117,A0944,2021-09-16,selection,Tracking positively for regional team consideration.
CN006118,A0944,2021-04-12,psychological,Maintains focus under race rehearsal.
CN006119,A0944,2021-07-07,strategy,Taper response appears positive.
CN006120,A0945,2021-10-31,selection,Tracking positively for regional team consideration.
CN006121,A0945,2022-04-16,medical,No adverse response after return-to-run work.
CN006122,A0945,2022-06-07,technical,Transition into upright posture is cleaner.
CN006123,A0945,2020-08-27,technical,Drive phase improving.
CN006124,A0945,2024-06-07,technical,Transition into upright posture is cleaner.
CN006125,A0945,2024-05-29,medical,Monitor lower limb tightness after speed sessions.
CN006126,A0945,2024-10-23,strategy,Selection window should prioritize consistency.
CN006127,A0945,2024-10-17,psychological,Needs calmer start routine.
CN006128,A0946,2022-02-03,technical,Drive phase improving.
CN006129,A0946,2023-09-29,psychological,Maintains focus under race rehearsal.
CN006130,A0946,2022-11-15,selection,Showing enough consistency for relay pool consideration.
CN006131,A0946,2022-06-28,strategy,Race modeling should emphasize controlled first half.
CN006132,A0946,2020-07-10,medical,Continue mobility focus and load management.
CN006133,A0946,2023-10-15,medical,Recovery plan followed well this week.
CN006134,A0946,2020-02-17,selection,Showing enough consistency for relay pool consideration.
CN006135,A0947,2023-04-20,selection,Tracking positively for regional team consideration.
CN006136,A0947,2020-07-11,strategy,Taper response appears positive.
CN006137,A0947,2023-08-21,medical,Continue mobility focus and load management.
CN006138,A0947,2022-08-16,psychological,Confidence building ahead of competition window.
CN006139,A0947,2020-08-23,medical,Continue mobility focus and load management.
CN006140,A0947,2020-07-13,medical,Continue mobility focus and load management.
CN006141,A0947,2022-10-22,selection,Tracking positively for regional team consideration.
CN006142,A0947,2020-07-31,medical,No adverse response after return-to-run work.
CN006143,A0948,2024-09-04,psychological,Confidence building ahead of competition window.
CN006144,A0948,2020-11-13,strategy,Race modeling should emphasize controlled first half.
CN006145,A0948,2024-02-05,technical,Drive phase improving.
CN006146,A0948,2022-06-19,medical,No adverse response after return-to-run work.
CN006147,A0948,2020-06-24,medical,No adverse response after return-to-run work.
CN006148,A0948,2023-07-19,selection,Showing enough consistency for relay pool consideration.
CN006149,A0949,2023-02-02,selection,Showing enough consistency for relay pool consideration.
CN006150,A0949,2024-07-17,selection,Needs one more strong result before final selection.
CN006151,A0949,2023-07-02,medical,Continue mobility focus and load management.
CN006152,A0949,2024-05-14,selection,Tracking positively for regional team consideration.
CN006153,A0949,2023-07-31,technical,Needs better bend running mechanics.
CN006154,A0949,2024-06-23,selection,Currently on reserve list for championship squad.
CN006155,A0949,2020-08-03,strategy,Taper response appears positive.
CN006156,A0949,2020-03-25,psychological,Maintains focus under race rehearsal.
CN006157,A0950,2020-03-01,medical,Monitor lower limb tightness after speed sessions.
CN006158,A0950,2022-11-16,medical,Continue mobility focus and load management.
CN006159,A0950,2024-01-12,selection,Showing enough consistency for relay pool consideration.
CN006160,A0950,2022-08-05,strategy,Selection window should prioritize consistency.
CN006161,A0950,2020-02-21,medical,Recovery plan followed well this week.
CN006162,A0950,2024-02-11,selection,Needs one more strong result before final selection.
CN006163,A0950,2020-03-04,medical,Recovery plan followed well this week.
CN006164,A0950,2022-12-04,medical,Recovery plan followed well this week.
